task_id,family,dataset,method,method_name,estimator,seed,train_size
296,classification,data_dionis,split_conformal_aps,split_conformal_aps_RandomForest,RandomForest,786,0.8
297,classification,data_dionis,split_conformal_aps,split_conformal_aps_AdaBoost,AdaBoost,786,0.8
298,classification,data_dionis,split_conformal_aps,split_conformal_aps_MLP,MLP,786,0.8
299,classification,data_dionis,split_conformal_aps,split_conformal_aps_XGBoost,XGBoost,786,0.8
300,classification,data_language,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,777,0.8
301,classification,data_language,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,777,0.8
302,classification,data_language,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,777,0.8
303,classification,data_language,split_conformal_raps,split_conformal_raps_MLP,MLP,777,0.8
304,classification,data_language,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,777,0.8
305,classification,data_language,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,778,0.8
306,classification,data_language,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,778,0.8
307,classification,data_language,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,778,0.8
308,classification,data_language,split_conformal_raps,split_conformal_raps_MLP,MLP,778,0.8
309,classification,data_language,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,778,0.8
310,classification,data_language,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,779,0.8
311,classification,data_language,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,779,0.8
312,classification,data_language,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,779,0.8
313,classification,data_language,split_conformal_raps,split_conformal_raps_MLP,MLP,779,0.8
314,classification,data_language,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,779,0.8
315,classification,data_language,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,780,0.8
316,classification,data_language,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,780,0.8
317,classification,data_language,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,780,0.8
318,classification,data_language,split_conformal_raps,split_conformal_raps_MLP,MLP,780,0.8
319,classification,data_language,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,780,0.8
320,classification,data_language,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,781,0.8
321,classification,data_language,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,781,0.8
322,classification,data_language,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,781,0.8
323,classification,data_language,split_conformal_raps,split_conformal_raps_MLP,MLP,781,0.8
324,classification,data_language,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,781,0.8
325,classification,data_language,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,782,0.8
326,classification,data_language,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,782,0.8
327,classification,data_language,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,782,0.8
328,classification,data_language,split_conformal_raps,split_conformal_raps_MLP,MLP,782,0.8
329,classification,data_language,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,782,0.8
330,classification,data_language,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,783,0.8
331,classification,data_language,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,783,0.8
332,classification,data_language,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,783,0.8
333,classification,data_language,split_conformal_raps,split_conformal_raps_MLP,MLP,783,0.8
334,classification,data_language,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,783,0.8
335,classification,data_language,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,784,0.8
336,classification,data_language,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,784,0.8
337,classification,data_language,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,784,0.8
338,classification,data_language,split_conformal_raps,split_conformal_raps_MLP,MLP,784,0.8
339,classification,data_language,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,784,0.8
340,classification,data_language,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,785,0.8
341,classification,data_language,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,785,0.8
342,classification,data_language,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,785,0.8
343,classification,data_language,split_conformal_raps,split_conformal_raps_MLP,MLP,785,0.8
344,classification,data_language,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,785,0.8
345,classification,data_language,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,786,0.8
346,classification,data_language,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,786,0.8
347,classification,data_language,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,786,0.8
348,classification,data_language,split_conformal_raps,split_conformal_raps_MLP,MLP,786,0.8
349,classification,data_language,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,786,0.8
350,classification,data_yeast,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,777,0.8
351,classification,data_yeast,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,777,0.8
352,classification,data_yeast,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,777,0.8
353,classification,data_yeast,split_conformal_raps,split_conformal_raps_MLP,MLP,777,0.8
354,classification,data_yeast,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,777,0.8
355,classification,data_yeast,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,778,0.8
356,classification,data_yeast,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,778,0.8
357,classification,data_yeast,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,778,0.8
358,classification,data_yeast,split_conformal_raps,split_conformal_raps_MLP,MLP,778,0.8
359,classification,data_yeast,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,778,0.8
360,classification,data_yeast,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,779,0.8
361,classification,data_yeast,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,779,0.8
362,classification,data_yeast,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,779,0.8
363,classification,data_yeast,split_conformal_raps,split_conformal_raps_MLP,MLP,779,0.8
364,classification,data_yeast,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,779,0.8
365,classification,data_yeast,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,780,0.8
366,classification,data_yeast,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,780,0.8
367,classification,data_yeast,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,780,0.8
368,classification,data_yeast,split_conformal_raps,split_conformal_raps_MLP,MLP,780,0.8
369,classification,data_yeast,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,780,0.8
370,classification,data_yeast,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,781,0.8
371,classification,data_yeast,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,781,0.8
372,classification,data_yeast,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,781,0.8
373,classification,data_yeast,split_conformal_raps,split_conformal_raps_MLP,MLP,781,0.8
374,classification,data_yeast,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,781,0.8
375,classification,data_yeast,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,782,0.8
376,classification,data_yeast,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,782,0.8
377,classification,data_yeast,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,782,0.8
378,classification,data_yeast,split_conformal_raps,split_conformal_raps_MLP,MLP,782,0.8
379,classification,data_yeast,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,782,0.8
380,classification,data_yeast,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,783,0.8
381,classification,data_yeast,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,783,0.8
382,classification,data_yeast,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,783,0.8
383,classification,data_yeast,split_conformal_raps,split_conformal_raps_MLP,MLP,783,0.8
384,classification,data_yeast,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,783,0.8
385,classification,data_yeast,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,784,0.8
386,classification,data_yeast,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,784,0.8
387,classification,data_yeast,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,784,0.8
388,classification,data_yeast,split_conformal_raps,split_conformal_raps_MLP,MLP,784,0.8
389,classification,data_yeast,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,784,0.8
390,classification,data_yeast,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,785,0.8
391,classification,data_yeast,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,785,0.8
392,classification,data_yeast,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,785,0.8
393,classification,data_yeast,split_conformal_raps,split_conformal_raps_MLP,MLP,785,0.8
394,classification,data_yeast,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,785,0.8
395,classification,data_yeast,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,786,0.8
396,classification,data_yeast,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,786,0.8
397,classification,data_yeast,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,786,0.8
398,classification,data_yeast,split_conformal_raps,split_conformal_raps_MLP,MLP,786,0.8
399,classification,data_yeast,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,786,0.8
400,classification,data_chess,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,777,0.8
401,classification,data_chess,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,777,0.8
402,classification,data_chess,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,777,0.8
403,classification,data_chess,split_conformal_raps,split_conformal_raps_MLP,MLP,777,0.8
404,classification,data_chess,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,777,0.8
405,classification,data_chess,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,778,0.8
406,classification,data_chess,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,778,0.8
407,classification,data_chess,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,778,0.8
408,classification,data_chess,split_conformal_raps,split_conformal_raps_MLP,MLP,778,0.8
409,classification,data_chess,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,778,0.8
410,classification,data_chess,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,779,0.8
411,classification,data_chess,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,779,0.8
412,classification,data_chess,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,779,0.8
413,classification,data_chess,split_conformal_raps,split_conformal_raps_MLP,MLP,779,0.8
414,classification,data_chess,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,779,0.8
415,classification,data_chess,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,780,0.8
416,classification,data_chess,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,780,0.8
417,classification,data_chess,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,780,0.8
418,classification,data_chess,split_conformal_raps,split_conformal_raps_MLP,MLP,780,0.8
419,classification,data_chess,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,780,0.8
420,classification,data_chess,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,781,0.8
421,classification,data_chess,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,781,0.8
422,classification,data_chess,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,781,0.8
423,classification,data_chess,split_conformal_raps,split_conformal_raps_MLP,MLP,781,0.8
424,classification,data_chess,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,781,0.8
425,classification,data_chess,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,782,0.8
426,classification,data_chess,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,782,0.8
427,classification,data_chess,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,782,0.8
428,classification,data_chess,split_conformal_raps,split_conformal_raps_MLP,MLP,782,0.8
429,classification,data_chess,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,782,0.8
430,classification,data_chess,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,783,0.8
431,classification,data_chess,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,783,0.8
432,classification,data_chess,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,783,0.8
433,classification,data_chess,split_conformal_raps,split_conformal_raps_MLP,MLP,783,0.8
434,classification,data_chess,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,783,0.8
435,classification,data_chess,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,784,0.8
436,classification,data_chess,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,784,0.8
437,classification,data_chess,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,784,0.8
438,classification,data_chess,split_conformal_raps,split_conformal_raps_MLP,MLP,784,0.8
439,classification,data_chess,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,784,0.8
440,classification,data_chess,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,785,0.8
441,classification,data_chess,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,785,0.8
442,classification,data_chess,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,785,0.8
443,classification,data_chess,split_conformal_raps,split_conformal_raps_MLP,MLP,785,0.8
444,classification,data_chess,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,785,0.8
445,classification,data_chess,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,786,0.8
446,classification,data_chess,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,786,0.8
447,classification,data_chess,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,786,0.8
448,classification,data_chess,split_conformal_raps,split_conformal_raps_MLP,MLP,786,0.8
449,classification,data_chess,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,786,0.8
450,classification,data_cover_type,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,777,0.8
451,classification,data_cover_type,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,777,0.8
452,classification,data_cover_type,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,777,0.8
453,classification,data_cover_type,split_conformal_raps,split_conformal_raps_MLP,MLP,777,0.8
454,classification,data_cover_type,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,777,0.8
455,classification,data_cover_type,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,778,0.8
456,classification,data_cover_type,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,778,0.8
457,classification,data_cover_type,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,778,0.8
458,classification,data_cover_type,split_conformal_raps,split_conformal_raps_MLP,MLP,778,0.8
459,classification,data_cover_type,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,778,0.8
460,classification,data_cover_type,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,779,0.8
461,classification,data_cover_type,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,779,0.8
462,classification,data_cover_type,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,779,0.8
463,classification,data_cover_type,split_conformal_raps,split_conformal_raps_MLP,MLP,779,0.8
464,classification,data_cover_type,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,779,0.8
465,classification,data_cover_type,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,780,0.8
466,classification,data_cover_type,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,780,0.8
467,classification,data_cover_type,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,780,0.8
468,classification,data_cover_type,split_conformal_raps,split_conformal_raps_MLP,MLP,780,0.8
469,classification,data_cover_type,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,780,0.8
470,classification,data_cover_type,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,781,0.8
471,classification,data_cover_type,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,781,0.8
472,classification,data_cover_type,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,781,0.8
473,classification,data_cover_type,split_conformal_raps,split_conformal_raps_MLP,MLP,781,0.8
474,classification,data_cover_type,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,781,0.8
475,classification,data_cover_type,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,782,0.8
476,classification,data_cover_type,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,782,0.8
477,classification,data_cover_type,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,782,0.8
478,classification,data_cover_type,split_conformal_raps,split_conformal_raps_MLP,MLP,782,0.8
479,classification,data_cover_type,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,782,0.8
480,classification,data_cover_type,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,783,0.8
481,classification,data_cover_type,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,783,0.8
482,classification,data_cover_type,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,783,0.8
483,classification,data_cover_type,split_conformal_raps,split_conformal_raps_MLP,MLP,783,0.8
484,classification,data_cover_type,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,783,0.8
485,classification,data_cover_type,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,784,0.8
486,classification,data_cover_type,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,784,0.8
487,classification,data_cover_type,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,784,0.8
488,classification,data_cover_type,split_conformal_raps,split_conformal_raps_MLP,MLP,784,0.8
489,classification,data_cover_type,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,784,0.8
490,classification,data_cover_type,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,785,0.8
491,classification,data_cover_type,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,785,0.8
492,classification,data_cover_type,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,785,0.8
493,classification,data_cover_type,split_conformal_raps,split_conformal_raps_MLP,MLP,785,0.8
494,classification,data_cover_type,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,785,0.8
495,classification,data_cover_type,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,786,0.8
496,classification,data_cover_type,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,786,0.8
497,classification,data_cover_type,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,786,0.8
498,classification,data_cover_type,split_conformal_raps,split_conformal_raps_MLP,MLP,786,0.8
499,classification,data_cover_type,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,786,0.8
500,classification,data_isolet,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,777,0.8
501,classification,data_isolet,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,777,0.8
502,classification,data_isolet,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,777,0.8
503,classification,data_isolet,split_conformal_raps,split_conformal_raps_MLP,MLP,777,0.8
504,classification,data_isolet,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,777,0.8
505,classification,data_isolet,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,778,0.8
506,classification,data_isolet,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,778,0.8
507,classification,data_isolet,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,778,0.8
508,classification,data_isolet,split_conformal_raps,split_conformal_raps_MLP,MLP,778,0.8
509,classification,data_isolet,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,778,0.8
510,classification,data_isolet,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,779,0.8
511,classification,data_isolet,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,779,0.8
512,classification,data_isolet,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,779,0.8
513,classification,data_isolet,split_conformal_raps,split_conformal_raps_MLP,MLP,779,0.8
514,classification,data_isolet,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,779,0.8
515,classification,data_isolet,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,780,0.8
516,classification,data_isolet,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,780,0.8
517,classification,data_isolet,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,780,0.8
518,classification,data_isolet,split_conformal_raps,split_conformal_raps_MLP,MLP,780,0.8
519,classification,data_isolet,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,780,0.8
520,classification,data_isolet,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,781,0.8
521,classification,data_isolet,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,781,0.8
522,classification,data_isolet,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,781,0.8
523,classification,data_isolet,split_conformal_raps,split_conformal_raps_MLP,MLP,781,0.8
524,classification,data_isolet,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,781,0.8
525,classification,data_isolet,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,782,0.8
526,classification,data_isolet,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,782,0.8
527,classification,data_isolet,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,782,0.8
528,classification,data_isolet,split_conformal_raps,split_conformal_raps_MLP,MLP,782,0.8
529,classification,data_isolet,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,782,0.8
530,classification,data_isolet,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,783,0.8
531,classification,data_isolet,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,783,0.8
532,classification,data_isolet,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,783,0.8
533,classification,data_isolet,split_conformal_raps,split_conformal_raps_MLP,MLP,783,0.8
534,classification,data_isolet,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,783,0.8
535,classification,data_isolet,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,784,0.8
536,classification,data_isolet,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,784,0.8
537,classification,data_isolet,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,784,0.8
538,classification,data_isolet,split_conformal_raps,split_conformal_raps_MLP,MLP,784,0.8
539,classification,data_isolet,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,784,0.8
540,classification,data_isolet,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,785,0.8
541,classification,data_isolet,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,785,0.8
542,classification,data_isolet,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,785,0.8
543,classification,data_isolet,split_conformal_raps,split_conformal_raps_MLP,MLP,785,0.8
544,classification,data_isolet,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,785,0.8
545,classification,data_isolet,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,786,0.8
546,classification,data_isolet,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,786,0.8
547,classification,data_isolet,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,786,0.8
548,classification,data_isolet,split_conformal_raps,split_conformal_raps_MLP,MLP,786,0.8
549,classification,data_isolet,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,786,0.8
550,classification,data_dionis,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,777,0.8
551,classification,data_dionis,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,777,0.8
552,classification,data_dionis,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,777,0.8
553,classification,data_dionis,split_conformal_raps,split_conformal_raps_MLP,MLP,777,0.8
554,classification,data_dionis,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,777,0.8
555,classification,data_dionis,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,778,0.8
556,classification,data_dionis,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,778,0.8
557,classification,data_dionis,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,778,0.8
558,classification,data_dionis,split_conformal_raps,split_conformal_raps_MLP,MLP,778,0.8
559,classification,data_dionis,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,778,0.8
560,classification,data_dionis,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,779,0.8
561,classification,data_dionis,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,779,0.8
562,classification,data_dionis,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,779,0.8
563,classification,data_dionis,split_conformal_raps,split_conformal_raps_MLP,MLP,779,0.8
564,classification,data_dionis,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,779,0.8
565,classification,data_dionis,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,780,0.8
566,classification,data_dionis,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,780,0.8
567,classification,data_dionis,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,780,0.8
568,classification,data_dionis,split_conformal_raps,split_conformal_raps_MLP,MLP,780,0.8
569,classification,data_dionis,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,780,0.8
570,classification,data_dionis,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,781,0.8
571,classification,data_dionis,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,781,0.8
572,classification,data_dionis,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,781,0.8
573,classification,data_dionis,split_conformal_raps,split_conformal_raps_MLP,MLP,781,0.8
574,classification,data_dionis,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,781,0.8
575,classification,data_dionis,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,782,0.8
576,classification,data_dionis,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,782,0.8
577,classification,data_dionis,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,782,0.8
578,classification,data_dionis,split_conformal_raps,split_conformal_raps_MLP,MLP,782,0.8
579,classification,data_dionis,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,782,0.8
580,classification,data_dionis,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,783,0.8
581,classification,data_dionis,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,783,0.8
582,classification,data_dionis,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,783,0.8
583,classification,data_dionis,split_conformal_raps,split_conformal_raps_MLP,MLP,783,0.8
584,classification,data_dionis,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,783,0.8
585,classification,data_dionis,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,784,0.8
586,classification,data_dionis,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,784,0.8
587,classification,data_dionis,split_conformal_raps,split_conformal_raps_AdaBoost,AdaBoost,784,0.8
588,classification,data_dionis,split_conformal_raps,split_conformal_raps_MLP,MLP,784,0.8
589,classification,data_dionis,split_conformal_raps,split_conformal_raps_XGBoost,XGBoost,784,0.8
590,classification,data_dionis,split_conformal_raps,split_conformal_raps_LogisticRegression,LogisticRegression,785,0.8
591,classification,data_dionis,split_conformal_raps,split_conformal_raps_RandomForest,RandomForest,785,0.8
